19,Nuevo León,045,Salinas Victoria,6200240443,Porcentaje de mujeres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6437471,,,,,3.58864920982812,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240444,Porcentaje de hombres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2071989,,,,,1.40731341561887,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240445,Porcentaje de hombres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9067836,,,,,5.1828353904718,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240475,Porcentaje de hombres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2399631,,,,,0.169569731226208,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240486,Porcentaje de hombres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9838486,,,,,5.67424155035183,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240507,Porcentaje de mujeres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7240425,,,,,2.02445495443534,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240518,Porcentaje de hombres de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.439317,,,,,4.92328988349291,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240520,Porcentaje de hombres de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2459622,,,,,4.94636059522436,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240532,Porcentaje de hombres de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7466544,,,,,2.71542277079248,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240533,Porcentaje de hombres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6225196,,,,,2.06828930672511,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240548,Porcentaje de mujeres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8306414,,,,,5.51043949705848,Porcentaje
19,Nuevo León,045,Salinas Victoria,6200240549,Porcentaje de mujeres de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0498385,,,,,4.56338678048218,Porcentaje
19,Nuevo León,045,Salinas Victoria,6205370864,Porcentaje de población que se considera afrodescendiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4281075,,,,,1.02574741258096,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207019006,Porcentaje de población que está registrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.881606,,,,,,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207019008,Porcentaje de población que no está registrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8580602,,,,,,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207019014,Porcentaje de población que se considera indígena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2263065,,,,,,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207019021,Porcentaje de población que está registrada en otro país,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3764393,,,,,,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207019025,Porcentaje de población que no posee nacionalidad mexicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0608946,,,,,,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207019053,Porcentaje de población que no especifica la condición de registro de nacimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8838943,,,,,,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207019061,Porcentaje de población en el ámbito geográfico de referencia respecto a la unidad geográfica superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05854,,,,,,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207019063,Porcentaje de superficie en el ámbito geográfico de referencia respecto a la unidad geográfica superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5989164,,,,,2.59891083837925,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207020032,Porcentaje de hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.073959,,,,,50.8666989373718,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207020033,Porcentaje de mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.926041,,,,,49.1333010626282,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207020632,Población total en viviendas particulares habitadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54192,,,,,,Número de personas
19,Nuevo León,045,Salinas Victoria,6207129629,Porcentaje de la población nacional/estatal que representa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4999891087161,Porcentaje
19,Nuevo León,045,Salinas Victoria,6207129630,Promedio de ocupantes por dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85320355118194,Promedio
19,Nuevo León,045,Salinas Victoria,6207129825,Población de la ubicación geográfica con la mayor cantidad de pobladores. Primer lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25995,Personas
19,Nuevo León,045,Salinas Victoria,6207129826,Población de la ubicación geográfica con la mayor cantidad de pobladores. Segundo lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14305,Personas
19,Nuevo León,045,Salinas Victoria,6207129827,Población de la ubicación geográfica con la mayor cantidad de pobladores. Tercer lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13059,Personas
19,Nuevo León,045,Salinas Victoria,6207129840,Total de áreas geográficas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,Municipios
19,Nuevo León,046,San Nicolás de los Garza,1002000001,Población total,,,,,,,,,,,,,,,487924,,,,,496878,,,,,476761,,,,,443273,,,,,,,,,,412199,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000002,Población total hombres,,,,,,,,,,,,,,,243451,,,,,246483,,,,,236265,,,,,219337,,,,,,,,,,202958,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000003,Población total mujeres,,,,,,,,,,,,,,,244473,,,,,250395,,,,,240496,,,,,223936,,,,,,,,,,209241,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000004,Porcentaje de población de 15 a 29 años,,,,,,,,,,,,,,,31,,,,,29.6,,,,,28.4,,,,,27.6,,,,,26.8966367,,,,,,No especificada
19,Nuevo León,046,San Nicolás de los Garza,1002000005,Porcentaje de hombres de 15 a 29 años,,,,,,,,,,,,,,,31.2,,,,,30.2,,,,,29.6,,,,,29,,,,,13.72311069,,,,,25.2605642478748,No especificada
19,Nuevo León,046,San Nicolás de los Garza,1002000006,Porcentaje de mujeres de 15 a 29 años,,,,,,,,,,,,,,,30.9,,,,,29.1,,,,,27.3,,,,,26.2,,,,,13.17352601,,,,,22.6154456505633,No especificada
19,Nuevo León,046,San Nicolás de los Garza,1002000007,Porcentaje de población de 60 y más años,,,,,,,,,,,,,,,5.2,,,,,6.4,,,,,8.6,,,,,11.4,,,,,15.01500664,,,,,,No especificada
19,Nuevo León,046,San Nicolás de los Garza,1002000008,Porcentaje de hombres de 60 y más años,,,,,,,,,,,,,,,4.8,,,,,5.9,,,,,7.9,,,,,10.6,,,,,6.960708416,,,,,18.8838240729334,No especificada
19,Nuevo León,046,San Nicolás de los Garza,1002000009,Porcentaje de mujeres de 60 y más años,,,,,,,,,,,,,,,5.6,,,,,6.9,,,,,9.2,,,,,12.1,,,,,8.054298222,,,,,21.8329820133741,No especificada
19,Nuevo León,046,San Nicolás de los Garza,1002000010,Edad mediana,,,,,,,,,,,,,,,ND,,,,,25,,,,,28,,,,,30,,,,,32.576651,,,,,36,Años
19,Nuevo León,046,San Nicolás de los Garza,1002000011,Edad mediana hombres,,,,,,,,,,,,,,,ND,,,,,24,,,,,27,,,,,29,,,,,,,,,,35,Años
19,Nuevo León,046,San Nicolás de los Garza,1002000012,Edad mediana mujeres,,,,,,,,,,,,,,,ND,,,,,26,,,,,29,,,,,32,,,,,,,,,,39,Años
19,Nuevo León,046,San Nicolás de los Garza,1002000024,Relación hombres-mujeres,,,,,,,,,,,,,,,99.58,,,,,98.44,,,,,98.24,,,,,97.95,,,,,94.955946,,,,,96.9,Hombres por cada 100 mujeres
19,Nuevo León,046,San Nicolás de los Garza,1002000055,Población de edad no especificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000056,Población de edad no especificada. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000057,Población de edad no especificada. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000058,Población de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21694,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000059,Población de 0 a 4 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10954,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000060,Población de 0 a 4 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10740,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000061,Población de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23613,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000062,Población de 10 a 14 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12064,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000063,Población de 10 a 14 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11549,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000064,Población de 100 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000065,Población de 100 años y más. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000066,Población de 100 años y más. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000067,Población de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28642,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000068,Población de 15 a 19 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14703,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000069,Población de 15 a 19 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13939,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000070,Población de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35622,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000071,Población de 20 a 24 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18463,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000072,Población de 20 a 24 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17159,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000073,Población de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34310,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000074,Población de 25 a 29 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18094,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000075,Población de 25 a 29 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16216,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000076,Población de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29689,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000077,Población de 30 a 34 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15484,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000078,Población de 30 a 34 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14205,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000079,Población de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25185,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000080,Población de 35 a 39 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12895,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000081,Población de 35 a 39 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12290,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000082,Población de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23802,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000083,Población de 40 a 44 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11908,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000084,Población de 40 a 44 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11894,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000085,Población de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25048,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000086,Población de 45 a 49 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11929,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000087,Población de 45 a 49 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13119,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000088,Población de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21742,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000089,Población de 5 a 9 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11172,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000090,Población de 5 a 9 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10570,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000091,Población de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28485,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000092,Población de 50 a 54 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12956,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000093,Población de 50 a 54 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15529,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000094,Población de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30307,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000095,Población de 55 a 59 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13983,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000096,Población de 55 a 59 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16324,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000097,Población de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29231,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000098,Población de 60 a 64 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13588,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000099,Población de 60 a 64 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15643,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000100,Población de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21024,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000101,Población de 65 a 69 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9908,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000102,Población de 65 a 69 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11116,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000103,Población de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14623,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000104,Población de 70 a 74 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6731,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000105,Población de 70 a 74 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7892,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000106,Población de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9109,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000107,Población de 75 a 79 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4125,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000108,Población de 75 a 79 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4984,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000109,Población de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5754,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000110,Población de 80 a 84 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000111,Población de 80 a 84 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3369,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000112,Población de 85 a 89 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000113,Población de 85 a 89 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000114,Población de 85 a 89 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000115,Población de 90 a 94 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000116,Población de 90 a 94 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000117,Población de 90 a 94 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000118,Población de 95 a 99 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000119,Población de 95 a 99 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000120,Población de 95 a 99 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,Número de personas
19,Nuevo León,046,San Nicolás de los Garza,1002000127,Relación de dependencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.901713,,,,,41.9,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,3105001001,Densidad de población,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7148.7949,,,,,6854.07317318688,Habitantes por kilómetro cuadrado
19,Nuevo León,046,San Nicolás de los Garza,3105004001,Porcentaje de población en localidades de menos de 2 500 habitantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240300,Porcentaje de hombres de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7445723,,,,,2.65786051206398,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240310,Porcentaje de mujeres de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8860742,,,,,1.20930954830444,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240311,Porcentaje de hombres de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.329237,,,,,2.92718908321525,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240312,Porcentaje de mujeres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8877127,,,,,2.56468738474678,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240328,Porcentaje de mujeres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8878338,,,,,3.9608284643904,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240330,Porcentaje de hombres de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5881559,,,,,1.00088320360269,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240341,Porcentaje de mujeres de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1211596,,,,,2.8859405633092,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240342,Porcentaje de mujeres de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4476967,,,,,1.91490187705029,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240343,Porcentaje de hombres de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8841098,,,,,3.56751169516858,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240344,Porcentaje de mujeres de 85 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4450155,,,,,0.648572315934546,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240354,Porcentaje de mujeres de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2307843,,,,,2.80223033173516,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240356,Porcentaje de mujeres de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9256601,,,,,4.16343148863482,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240357,Porcentaje de hombres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7971735,,,,,3.12882155405012,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240377,Porcentaje de mujeres de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4639984,,,,,3.18317254498515,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240378,Porcentaje de mujeres de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.010604,,,,,2.60593590465283,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240379,Porcentaje de mujeres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.734322,,,,,0.817448609196964,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240384,Porcentaje de mujeres de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9993204,,,,,3.38213599394375,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240388,Porcentaje de hombres de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7996127,,,,,2.40406079546557,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240410,Porcentaje de hombres de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6060868,,,,,3.29696993225537,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240411,Porcentaje de hombres de 85 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2509031,,,,,0.384096511831046,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240423,Porcentaje de hombres de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8949279,,,,,2.88933750024264,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240425,Porcentaje de hombres de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2642908,,,,,1.63319874992721,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240426,Porcentaje de mujeres de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5807172,,,,,3.79559174641381,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240427,Porcentaje de mujeres de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.969752,,,,,2.69716792515092,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240443,Porcentaje de mujeres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0466801,,,,,2.98202535085506,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240444,Porcentaje de hombres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2677913,,,,,3.39281208144884,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240445,Porcentaje de hombres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9582356,,,,,2.71075567288468,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240475,Porcentaje de hombres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4596786,,,,,0.578692470446649,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240486,Porcentaje de hombres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6151734,,,,,4.3902983481181,Porcentaje
19,Nuevo León,046,San Nicolás de los Garza,6200240507,Porcentaje de mujeres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2737311,,,,,3.76793097424151,Porcentaje
